,COMPANY NAME,RANK 2019,2019 REVENUE(₹ Cr),2019 PAT IN CRORES,2019 MARKET CAP(₹ Cr),2019 COMPANY TYPE,2019 REVENUE(₹ Cr)_%CHANGE,2019 PAT IN CRORES_%CHANGE,PAT% CATEGORY,REVENUE% CATEGORY
0,Reliance Industries Ltd.,1,575873,39588,949280.0,Large-Cap,40.355841528656214,9.738045738045738,LOW,MODERATE
1,State Bank of India,4,330687,2299,290140.0,Large-Cap,7.881850538451751,-150.4609306409131,NEGATIVE,LOW
2,Indian Oil Corporation Ltd.,2,532247,17376,125768.0,Large-Cap,25.434989076666014,-21.690927937266213,NEGATIVE,MODERATE
3,Oil And Natural Gas Corporation Ltd.,3,432962,30494,172135.0,Large-Cap,29.962808763804134,37.950689889165346,MODERATE,MODERATE
4,Rajesh Exports Ltd.,8,175830,1292,20200.0,Large-Cap,-6.347870549886017,2.1343873517786562,LOW,NEGATIVE
5,Tata Motors Ltd.,5,305280,-28826,48588.0,Large-Cap,1.3633314960786787,-420.71651090342675,NEGATIVE,LOW
6,Bharat Petroleum Corporation Ltd.,6,301200,7802,111550.0,Large-Cap,26.216277374098006,-13.388099467140318,NEGATIVE,MODERATE
7,Hindustan Petroleum Corporation Ltd.,7,277816,6690,45237.0,Large-Cap,25.31563919474228,-7.315045719035744,NEGATIVE,MODERATE
8,Tata Consultancy Services Ltd.,11,150774,31472,799565.0,Large-Cap,18.95853879837469,21.861689769999227,MODERATE,MODERATE
9,ICICI Bank Ltd.,14,131306,4254,318508.0,Large-Cap,10.369928300649748,-44.839211618257266,NEGATIVE,LOW
10,Tata Steel Ltd.,9,159738,10218,45758.0,Large-Cap,8.523561063101255,-23.939258597588207,NEGATIVE,LOW
11,HDFC Bank Ltd.,15,124107,22332,691980.0,Large-Cap,22.46112251341964,20.648298217179903,MODERATE,MODERATE
12,Larsen & Toubro Ltd.,12,143153,8905,195557.0,Large-Cap,16.628239492272474,20.844076536843534,MODERATE,MODERATE
13,Housing Development Finance Corporation Ltd.,17,103584,16231,386084.0,Large-Cap,42.68554741308061,-0.1415036298757229,NEGATIVE,MODERATE
14,Hindalco Industries Ltd.,13,131669,5495,44147.0,Large-Cap,9.334207991496994,-9.6514304505097,NEGATIVE,LOW
15,NTPC Ltd.,18,98274,12640,116721.0,Large-Cap,9.018903088391907,19.889974390590915,MODERATE,LOW
16,Bharti Airtel Ltd.,21,86581,409,207156.0,Large-Cap,-0.14186196715261118,-62.78434940855323,NEGATIVE,NEGATIVE
17,Infosys Ltd.,22,85557,15404,300107.0,Large-Cap,15.990618475637863,-3.8991827312995198,NEGATIVE,MODERATE
18,Punjab National Bank,33,59514,-9570,29309.0,Large-Cap,3.3085682544091095,-21.10469909315746,NEGATIVE,LOW
19,Coal India Ltd.,10,153127,17461,126223.0,Large-Cap,15.222315025922331,148.73219373219374,EXCELLENT,MODERATE
20,Canara Bank,34,54269,601,16129.0,Mid-Cap,11.337012494101717,-115.21133890154391,NEGATIVE,LOW
21,Vedanta Ltd.,19,96386,7065,55138.0,Large-Cap,-5.681462345389072,-31.68632759620963,NEGATIVE,NEGATIVE
22,Bank of Baroda,32,60793,1100,39026.0,Large-Cap,12.479647720544701,-158.2935877053524,NEGATIVE,LOW
23,ICICI Prudential Life Insurance Company Ltd.,44,42053,1138,73315.0,Large-Cap,7.9278308181911505,-29.709697344039533,NEGATIVE,LOW
24,Union Bank of India,49,39355,-2922,18142.0,Mid-Cap,2.452294796032593,-43.937068303914046,NEGATIVE,LOW
25,SBI Life Insurance Company Ltd.,42,44780,1326,97023.0,Large-Cap,30.847675539841628,15.304347826086955,MODERATE,MODERATE
26,Axis Bank Ltd.,26,70232,5038,207918.0,Large-Cap,20.103974280046515,1007.2527472527472,EXCELLENT,MODERATE
27,JSW Steel Ltd.,23,84961,7639,60545.0,Large-Cap,21.116781661629698,22.932088831670423,MODERATE,MODERATE
28,Grasim Industries Ltd.,25,73851,1771,51164.0,Large-Cap,28.945576449635958,-33.86855862584018,NEGATIVE,MODERATE
29,Mahindra & Mahindra Ltd.,16,107752,5315,70212.0,Large-Cap,11.80260850617886,-29.22769640479361,NEGATIVE,LOW
30,HCL Technologies Ltd.,31,61370,10120,154495.0,Large-Cap,18.715543089273623,16.041738332760005,MODERATE,MODERATE
31,Maruti Suzuki India Ltd.,20,88785,7649,218163.0,Large-Cap,8.304768410651768,-2.931472081218274,NEGATIVE,LOW
32,HDFC Life Insurance Company Ltd.,51,38896,1277,117667.0,Large-Cap,19.529209305184228,15.356820234869014,MODERATE,MODERATE
33,Power Finance Corporation Ltd.,35,54201,9920,30178.0,Large-Cap,98.93925490915765,69.74674880219028,HIGH,HIGH
34,Steel Authority of India (SAIL) Ltd.,27,67690,2348,15922.0,Mid-Cap,17.464339013639677,-935.5871886120996,NEGATIVE,MODERATE
35,Wipro Ltd.,30,61632,9003,150850.0,Large-Cap,8.15287965465202,12.50937265683579,LOW,LOW
36,Bajaj Finserv Ltd.,43,42606,3219,142966.0,Large-Cap,39.239844439360766,17.43889091572419,MODERATE,MODERATE
37,GAIL (India) Ltd.,24,78181,6545,57452.0,Large-Cap,40.861590573312675,36.38257970410502,MODERATE,MODERATE
38,Motherson Sumi Systems Ltd.,28,63856,1613,41390.0,Large-Cap,12.365165672455964,1.0018785222291797,LOW,LOW
39,Redington (India) Ltd.,38,46599,507,4475.0,Small-Cap,7.878044263357718,5.405405405405405,LOW,LOW
40,Kotak Mahindra Bank Ltd.,40,45979,7204,305362.0,Large-Cap,18.46288614639425,16.193548387096772,MODERATE,MODERATE
41,ITC Ltd.,36,50538,12592,311546.0,Large-Cap,13.128735477805387,11.720344246295804,LOW,LOW
42,Jindal Steel & Power Ltd.,37,46981,-1645,14789.0,Mid-Cap,66.49891909132792,16.749467707594036,MODERATE,HIGH
43,General Insurance Corporation of India,41,45073,2757,47025.0,Large-Cap,3.487624558019929,-12.337042925278219,NEGATIVE,LOW
44,Bank of India,39,46268,-5426,23430.0,Large-Cap,4.7782961184836275,-8.975004193927195,NEGATIVE,LOW
45,Hindustan Unilever Ltd.,48,39860,6054,451807.0,Large-Cap,10.452227887386389,16.11047180667434,MODERATE,LOW
46,Indian Bank,81,21073,380,6069.0,Mid-Cap,7.89514105780554,-70.99236641221374,NEGATIVE,LOW
47,UltraTech Cement Ltd.,52,37817,2434,118658.0,Large-Cap,17.791621242797074,9.54095409540954,LOW,MODERATE
48,Vodafone Idea Ltd.,47,41367,-14603,14637.0,Mid-Cap,42.8714512675278,250.3598848368522,EXCELLENT,MODERATE
49,Power Grid Corporation of India Ltd.,53,36149,10033,101447.0,Large-Cap,16.95677494499806,22.383508172725055,MODERATE,MODERATE
50,Adani Enterprises Ltd.,45,41579,717,22678.0,Large-Cap,7.51150643843409,-5.284015852047556,NEGATIVE,LOW
51,UPL Ltd.,76,22091,1447,42810.0,Large-Cap,22.3403666168245,-28.437190900098912,NEGATIVE,MODERATE
52,Tech Mahindra Ltd.,54,35276,4297,73731.0,Large-Cap,9.590232688185404,13.108712819162937,LOW,LOW
53,REC Ltd.,70,25441,5741,27476.0,Large-Cap,9.877343007687656,22.435487310727233,MODERATE,LOW
54,IndusInd Bank Ltd.,65,27907,3300,99094.0,Large-Cap,26.67725828415797,-8.48585690515807,NEGATIVE,MODERATE
55,Tata Power Company Ltd.,59,33412,2190,15377.0,Mid-Cap,0.5991629783518502,-11.550888529886914,NEGATIVE,LOW
56,Sun Pharmaceutical Industries Ltd.,62,30091,2665,104709.0,Large-Cap,11.049193637672067,23.322535863026378,MODERATE,LOW
57,The New India Assurance Company Ltd.,66,27615,604,25249.0,Large-Cap,10.583853916386353,-72.40749200548196,NEGATIVE,LOW
58,Mangalore Refinery And Petrochemicals Ltd.,29,63600,340,8561.0,Mid-Cap,26.67051723794539,-82.93172690763052,NEGATIVE,MODERATE
59,Hero MotoCorp Ltd.,55,34718,3444,50973.0,Large-Cap,4.7584562928095115,-7.419354838709677,NEGATIVE,LOW
60,Max Financial Services Ltd.,89,19501,262,12916.0,Mid-Cap,17.433457786342284,-11.486486486486488,NEGATIVE,MODERATE
61,MMTC Ltd.,64,29489,108,2782.0,Small-Cap,85.98007063572149,191.89189189189187,EXCELLENT,HIGH
62,Bajaj Auto Ltd.,60,32496,4927,92776.0,Large-Cap,21.91333708497468,16.80891417733523,MODERATE,MODERATE
63,Aurobindo Pharma Ltd.,87,19721,2364,25922.0,Large-Cap,15.665689149560116,-2.434997936442427,NEGATIVE,MODERATE
64,Adani Power Ltd.,68,26361,-984,24808.0,Large-Cap,24.97511022614137,-53.56300141576216,NEGATIVE,MODERATE
65,Bajaj Finance Ltd.,91,18501,3994,244755.0,Large-Cap,37.4006683995544,49.364248317127895,MODERATE,MODERATE
66,Petronet LNG Ltd.,50,38920,2230,41521.0,Large-Cap,25.759338244797725,5.687203791469194,LOW,MODERATE
67,Central Bank of India,71,25164,-5616,8934.0,Mid-Cap,-6.044879214427062,9.281961471103326,LOW,NEGATIVE
68,Ambuja Cements Ltd.,67,26424,2177,40011.0,Large-Cap,10.04956061805006,43.60158311345646,MODERATE,LOW
69,IDBI Bank Ltd.,69,25637,-14986,34522.0,Large-Cap,-15.358711083231535,84.28430890309888,HIGH,NEGATIVE
70,Hindustan Zinc Ltd.,74,22900,7956,89331.0,Large-Cap,-3.0810902319282207,-14.23027166882277,NEGATIVE,NEGATIVE
71,Avenue Supermarts Ltd.,78,22003,902,118206.0,Large-Cap,30.939062128064748,11.910669975186105,LOW,MODERATE
72,YES Bank Ltd.,56,34299,1709,17121.0,Mid-Cap,34.18489104495129,-59.62674226317033,NEGATIVE,MODERATE
73,Hindustan Aeronautics Ltd.,84,20270,2265,26206.0,Large-Cap,9.178067435096413,9.261939218523878,LOW,LOW
74,Chennai Petroleum Corporation Ltd.,46,41405,-205,2119.0,Small-Cap,24.762708289390424,-122.11434735706581,NEGATIVE,MODERATE
75,Indian Overseas Bank,79,21837,-3737,9623.0,Mid-Cap,0.8125201975901389,-40.67312271789173,NEGATIVE,LOW
76,Asian Paints Ltd.,88,19609,2159,167782.0,Large-Cap,-0.4417140536149472,5.937193326790972,LOW,NEGATIVE
77,Titan Company Ltd.,86,19961,1404,104761.0,Large-Cap,16.16038175046555,24.24778761061947,MODERATE,MODERATE
78,Tata Steel BSL Ltd.,72,24183,1711,2802.0,Small-Cap,40.57431843283148,-106.96519438225116,NEGATIVE,MODERATE
79,Sundaram Clayton Ltd.,80,21579,432,4362.0,Small-Cap,22.080787508486083,27.810650887573964,MODERATE,MODERATE
80,Reliance Infrastructure Ltd.,58,33748,-2426,948.0,Small-Cap,12.572133827012241,-281.1799850634802,NEGATIVE,LOW
81,Ashok Leyland Ltd.,57,33795,2078,23364.0,Large-Cap,16.157970715611466,18.06818181818182,MODERATE,MODERATE
82,LIC Housing Finance Ltd.,94,17395,2433,21730.0,Large-Cap,15.160542866600462,20.864381520119224,MODERATE,MODERATE
83,Aditya Birla Capital Ltd.,105,15397,870,21060.0,Large-Cap,12.881231671554252,5.582524271844661,LOW,LOW
84,TVS Motor Company Ltd.,85,20187,704,21701.0,Large-Cap,23.046446422040717,7.975460122699387,LOW,MODERATE
85,Cipla Ltd.,97,16838,1527,37803.0,Large-Cap,6.93509462720691,8.297872340425531,LOW,LOW
86,Dr. Reddy's Laboratories Ltd.,103,15785,1950,47169.0,Large-Cap,9.035021067900809,106.13107822410149,EXCELLENT,LOW
87,Reliance Capital Ltd.,82,20693,-1513,501.0,Small-Cap,3.9953764197406776,-215.58441558441558,NEGATIVE,LOW
88,Oil India Ltd.,101,16058,3237,17462.0,Mid-Cap,28.58744394618834,18.3979517190929,MODERATE,MODERATE
89,EID Parry (India) Ltd.,98,16668,153,3179.0,Small-Cap,4.272755708476697,-40.0,NEGATIVE,LOW
90,PTC India Ltd.,106,15285,425,1682.0,Small-Cap,-22.74840796522794,19.718309859154928,MODERATE,NEGATIVE
91,IDFC First Bank Ltd.,117,13142,-1907,20611.0,Large-Cap,28.61616754746526,-316.95108077360635,NEGATIVE,MODERATE
92,UCO Bank,102,15844,-4321,11549.0,Mid-Cap,4.643022257446669,-2.5924256086564474,NEGATIVE,LOW
93,Bharat Heavy Electricals Ltd.,61,31029,1011,19171.0,Mid-Cap,7.444856123827003,129.2517006802721,EXCELLENT,LOW
94,Apollo Tyres Ltd.,92,17672,679,9734.0,Mid-Cap,17.002118644067796,-6.085753803596127,NEGATIVE,MODERATE
95,Shriram Transport Finance Company Ltd.,104,15545,2575,25709.0,Large-Cap,24.739207189857165,65.48843187660668,HIGH,MODERATE
96,Tata Communications Ltd.,99,16587,-82,10603.0,Mid-Cap,-2.6070107451118547,-75.0,NEGATIVE,NEGATIVE
97,MRF Ltd.,100,16484,1130,26962.0,Large-Cap,8.397448543433946,-0.08841732979664013,NEGATIVE,LOW
98,Federal Bank Ltd.,119,12970,1316,17192.0,Mid-Cap,17.11060948081264,40.74866310160428,MODERATE,MODERATE
99,NMDC Ltd.,123,12741,4618,31762.0,Large-Cap,2.9492566257272137,21.271008403361343,MODERATE,LOW
100,InterGlobe Aviation Ltd.,63,29821,157,55842.0,Large-Cap,24.430443127764335,-92.99732381801962,NEGATIVE,MODERATE
101,Exide Industries Ltd.,108,14869,845,16213.0,Mid-Cap,13.956161863887187,22.463768115942027,MODERATE,LOW
102,Lupin Ltd.,95,17085,606,34487.0,Large-Cap,8.221954772914424,141.4342629482072,EXCELLENT,LOW
103,Adani Ports & Special Economic Zone Ltd.,128,12287,3990,76616.0,Large-Cap,-0.3729830535960431,8.630547236591342,LOW,NEGATIVE
104,Indus Towers Ltd.,182,8385,2493,42691.0,Large-Cap,1.6979987871437234,0.0,NEGATIVE,LOW
105,Cadila Healthcare Ltd.,113,13366,1848,25012.0,Large-Cap,8.375902051406795,4.112676056338028,LOW,LOW
106,Bandhan Bank Ltd.,200,7707,1951,86375.0,Large-Cap,39.92374727668845,45.05576208178439,MODERATE,MODERATE
107,Bank of Maharashtra,126,12417,-4763,7097.0,Mid-Cap,-1.7331433998100665,328.3273381294964,EXCELLENT,NEGATIVE
108,L&T Finance Holdings Ltd.,115,13301,2226,20106.0,Large-Cap,26.68825602438327,52.57025359835503,HIGH,MODERATE
109,Coromandel International Ltd.,116,13262,720,13806.0,Mid-Cap,18.580114449213163,8.597285067873303,LOW,MODERATE
110,Bharat Electronics Ltd.,130,12237,1886,26688.0,Large-Cap,19.712385051848955,31.795946890286515,MODERATE,MODERATE
111,ACC Ltd.,107,14954,1520,28213.0,Large-Cap,11.273160205372424,64.5021645021645,HIGH,LOW
112,Shree Cements Ltd.,122,12804,1006,70464.0,Large-Cap,25.283757338551858,-27.3121387283237,NEGATIVE,MODERATE
113,Cholamandalam Financial Holdings Ltd.,140,10946,696,8976.0,Mid-Cap,227.23467862481317,16.193656093489146,MODERATE,EXCELLENT
114,Bombay Burmah Trading Corporation Ltd.,132,12082,888,8034.0,Mid-Cap,15.794517922177498,220.57761732851984,EXCELLENT,MODERATE
115,Piramal Enterprises Ltd.,112,13528,1473,35260.0,Large-Cap,24.155653450807634,-71.23608670181605,NEGATIVE,MODERATE
116,Nestle India Ltd.,136,11551,1606,139150.0,Large-Cap,12.517046561465031,31.102040816326532,MODERATE,LOW
117,Britannia Industries Ltd.,138,11261,1159,75697.0,Large-Cap,11.782807226523724,15.43824701195219,MODERATE,LOW
118,Kalpataru Power Transmissions Ltd.,143,10884,466,6952.0,Mid-Cap,24.388571428571428,66.42857142857143,HIGH,MODERATE
119,Chambal Fertilisers & Chemicals Ltd.,153,10376,590,6636.0,Mid-Cap,35.13935920812712,18.473895582329316,MODERATE,MODERATE
120,KEC International Ltd.,139,11032,495,7084.0,Mid-Cap,8.125061256493188,7.608695652173914,LOW,LOW
121,ICICI Lombard General Insurance Company Ltd.,156,10226,1049,61087.0,Large-Cap,20.589622641509433,21.83507549361208,MODERATE,MODERATE
122,Larsen & Toubro Infotech Ltd.,159,9748,1515,29091.0,Large-Cap,26.073460941541644,36.24100719424461,MODERATE,MODERATE
123,NLC India Ltd.,134,12046,1507,7660.0,Mid-Cap,1.2779552715654952,-22.39958805355304,NEGATIVE,LOW
124,Mahindra & Mahindra Financial Services Ltd.,149,10477,1827,20938.0,Large-Cap,21.486549165120593,78.59237536656892,HIGH,MODERATE
125,Jindal Stainless Ltd.,111,13653,142,1825.0,Small-Cap,17.738875474301484,-58.47953216374269,NEGATIVE,MODERATE
126,Torrent Power Ltd.,114,13358,898,13810.0,Mid-Cap,13.395585738539898,-4.670912951167728,NEGATIVE,LOW
127,CESC Ltd.,137,11508,1183,10114.0,Mid-Cap,-30.494654828773328,2.4242424242424243,LOW,NEGATIVE
128,National Fertilizers Ltd.,127,12301,295,1320.0,Small-Cap,36.58671996446813,39.15094339622642,MODERATE,MODERATE
129,Tata Consumer Products Ltd.,208,7408,408,19097.0,Mid-Cap,5.979971387696709,-17.575757575757574,NEGATIVE,LOW
130,Gujarat State Petronet Ltd.,163,9498,998,12255.0,Mid-Cap,28.646891507517267,34.68286099865047,MODERATE,MODERATE
131,Muthoot Finance Ltd.,204,7601,2078,27695.0,Large-Cap,13.380071599045346,16.47982062780269,MODERATE,LOW
132,Godrej Consumer Products Ltd.,146,10694,2341,73870.0,Large-Cap,5.986124876114966,43.26805385556916,MODERATE,LOW
133,NHPC Ltd.,145,10760,2595,23661.0,Large-Cap,11.50259067357513,3.6755892928485814,LOW,LOW
134,Adani Transmission Ltd.,202,7656,559,30530.0,Large-Cap,88.80394574599259,-51.0507880910683,NEGATIVE,HIGH
135,Glenmark Pharmaceuticals Ltd.,155,10240,924,9127.0,Mid-Cap,13.374667847652791,15.068493150684931,MODERATE,LOW
136,Rain Industries Ltd.,110,14090,581,3458.0,Small-Cap,20.262888357801298,-23.853211009174313,NEGATIVE,MODERATE
137,Quess Corp Ltd.,177,8598,256,7774.0,Mid-Cap,38.1426735218509,-17.419354838709676,NEGATIVE,MODERATE
138,Jindal Saw Ltd.,124,12641,850,2627.0,Small-Cap,42.16149347728295,377.5280898876404,EXCELLENT,MODERATE
139,Edelweiss Financial Services Ltd.,144,10881,995,10895.0,Mid-Cap,26.258992805755394,11.797752808988763,LOW,MODERATE
140,Tata Chemicals Ltd.,133,12070,1155,16440.0,Mid-Cap,1.770657672849916,-52.527743526510484,NEGATIVE,LOW
141,Apollo Hospitals Enterprise Ltd.,161,9649,236,19897.0,Mid-Cap,15.501556140770889,101.7094017094017,EXCELLENT,MODERATE
142,Havells India Ltd.,157,10173,785,42358.0,Large-Cap,18.08473592571097,18.580060422960727,MODERATE,MODERATE
143,RBL Bank Ltd.,197,7743,857,14389.0,Mid-Cap,37.53108348134992,35.8161648177496,MODERATE,MODERATE
144,Allcargo Logistics Ltd.,219,6933,241,2406.0,Small-Cap,13.7863121614968,40.93567251461988,MODERATE,LOW
145,Godrej Industries Ltd.,129,12283,589,14573.0,Mid-Cap,18.98672866414802,39.90498812351544,MODERATE,MODERATE
146,Siemens Ltd.,109,14166,1099,56416.0,Large-Cap,8.344168260038241,21.975582685904552,MODERATE,LOW
147,Dilip Buildcon Ltd.,164,9463,547,5647.0,Mid-Cap,20.34846750604095,-5.1993067590987865,NEGATIVE,MODERATE
148,Bosch Ltd.,121,12853,1598,46092.0,Large-Cap,5.681631310639697,16.557257476294676,MODERATE,LOW
149,BASF India Ltd.,242,6208,81,4224.0,Small-Cap,6.483704974271013,-67.07317073170732,NEGATIVE,LOW
150,Indiabulls Housing Finance Ltd.,96,17027,4090,10153.0,Mid-Cap,16.30464480874317,6.316610345723942,LOW,MODERATE
151,Gujarat Gas Ltd.,194,7867,418,13662.0,Mid-Cap,26.641983258209915,43.15068493150685,MODERATE,MODERATE
152,Dabur India Ltd.,175,8812,1442,82478.0,Large-Cap,8.884220931669343,6.499261447562777,LOW,LOW
153,MphasiS Ltd.,193,7907,1073,16642.0,Mid-Cap,17.891754882958104,28.19593787335723,MODERATE,MODERATE
154,Jindal Stainless (Hisar) Ltd.,150,10476,381,1678.0,Small-Cap,-1.383789889861621,-34.083044982698965,NEGATIVE,NEGATIVE
155,SIS Ltd.,214,7110,215,6768.0,Mid-Cap,21.600820933812212,32.71604938271605,MODERATE,MODERATE
156,Cholamandalam Investment & Finance Company Ltd.,216,7108,1198,24436.0,Large-Cap,29.21287038720233,22.87179487179487,MODERATE,MODERATE
157,Eicher Motors Ltd.,148,10498,2202,60032.0,Large-Cap,10.099632931305717,12.404287901990811,LOW,LOW
158,JK Tyre & Industries Ltd.,151,10452,176,1729.0,Small-Cap,22.87796849282859,166.66666666666669,EXCELLENT,MODERATE
159,National Aluminium Company Ltd.,135,11826,1733,8541.0,Mid-Cap,11.230248306997742,29.135618479880776,MODERATE,LOW
160,Alkem Laboratories Ltd.,206,7444,760,24460.0,Large-Cap,12.651331719128327,20.634920634920633,MODERATE,LOW
161,Marico Ltd.,189,8043,1118,46677.0,Large-Cap,21.38545125264111,37.34643734643734,MODERATE,MODERATE
162,Prestige Estates Projects Ltd.,264,5404,415,11251.0,Mid-Cap,-3.1541218637992836,11.859838274932615,LOW,NEGATIVE
163,Uflex Ltd.,192,7977,313,1456.0,Small-Cap,16.74228011122494,0.967741935483871,LOW,MODERATE
164,Alok Industries Ltd.,152,10439,2076,328.0,Small-Cap,80.91854419410745,-111.17450748196791,NEGATIVE,HIGH
165,Jammu & Kashmir Bank Ltd.,180,8493,463,1798.0,Small-Cap,19.250210614995787,129.20792079207922,EXCELLENT,MODERATE
166,DCM Shriram Ltd.,195,7858,905,5376.0,Mid-Cap,13.538505996243316,35.276532137518686,MODERATE,LOW
167,Aster DM Healthcare Ltd.,190,7997,333,7441.0,Mid-Cap,14.242857142857144,24.253731343283583,MODERATE,LOW
168,APL Apollo Tubes Ltd.,212,7164,148,3671.0,Small-Cap,32.22591362126246,-6.329113924050633,NEGATIVE,MODERATE
169,Kama Holdings Ltd.,196,7787,338,3282.0,Small-Cap,34.560221185415585,39.09465020576132,MODERATE,MODERATE
170,South Indian Bank Ltd.,203,7602,247,2001.0,Small-Cap,8.136557610241821,-26.047904191616766,NEGATIVE,LOW
171,SRF Ltd.,198,7732,641,17985.0,Mid-Cap,34.821272885789014,39.04555314533623,MODERATE,MODERATE
172,Rashtriya Chemicals & Fertilizers Ltd.,174,8988,134,2795.0,Small-Cap,20.70910556003223,71.7948717948718,HIGH,MODERATE
173,Reliance Power Ltd.,179,8538,-2951,1103.0,Small-Cap,-15.649081209247184,-385.3965183752418,NEGATIVE,NEGATIVE
174,Gokul Agro Resources Ltd.,299,4555,10,175.0,Small-Cap,-10.015804030027658,-33.33333333333333,NEGATIVE,NEGATIVE
175,Hindustan Construction Company Ltd.,147,10552,-341,1427.0,Small-Cap,4.485592632933954,-58.108108108108105,NEGATIVE,LOW
176,United Spirits Ltd.,165,9413,700,45108.0,Large-Cap,6.469856351091506,10.584518167456556,LOW,LOW
177,MindTree Ltd.,215,7110,754,11572.0,Mid-Cap,25.77392534937201,32.280701754385966,MODERATE,MODERATE
178,NCC Ltd.,118,13022,578,3491.0,Small-Cap,51.34821013482102,244.04761904761907,EXCELLENT,HIGH
179,Torrent Pharmaceuticals Ltd.,199,7729,436,30383.0,Large-Cap,16.34803552611772,-35.693215339233035,NEGATIVE,MODERATE
180,Punjab & Sind Bank,166,9386,-543,1192.0,Small-Cap,10.048071286200024,-26.917900403768506,NEGATIVE,LOW
181,Zee Entertainment Enterprises Ltd.,184,8187,1567,29264.0,Large-Cap,-0.07323324789454412,5.949966193373902,LOW,NEGATIVE
182,Gujarat State Fertilizer & Chemicals Ltd.,178,8598,493,2945.0,Small-Cap,32.82867294917349,4.2283298097251585,LOW,MODERATE
183,Voltas Ltd.,209,7311,507,23099.0,Large-Cap,12.858907070083358,-11.363636363636363,NEGATIVE,LOW
184,Karnataka Bank Ltd.,220,6907,477,2154.0,Small-Cap,8.294136092819066,46.76923076923077,MODERATE,LOW
185,Ceat Ltd.,217,7043,252,3903.0,Small-Cap,13.67010974822466,6.329113924050633,LOW,LOW
186,PNB Housing Finance Ltd.,201,7683,1191,9307.0,Mid-Cap,39.285714285714285,43.493975903614455,MODERATE,MODERATE
187,Varun Beverages Ltd.,277,5130,292,20699.0,Large-Cap,25.4278728606357,39.04761904761905,MODERATE,MODERATE
188,Whirlpool of India Ltd.,230,6695,409,27955.0,Large-Cap,13.66723259762309,16.857142857142858,MODERATE,LOW
189,Welspun India Ltd.,232,6608,209,5470.0,Mid-Cap,8.988949365000824,-45.57291666666667,NEGATIVE,LOW
190,Pidilite Industries Ltd.,210,7228,924,67715.0,Large-Cap,16.075156576200417,-3.9501039501039505,NEGATIVE,MODERATE
191,Biocon Ltd.,253,5854,905,31464.0,Large-Cap,33.287795992714024,143.27956989247312,EXCELLENT,MODERATE
192,Housing and Urban Development Corporation Ltd.,260,5591,1179,8347.0,Mid-Cap,33.980349868200335,47.559449311639554,MODERATE,MODERATE
193,Amara Raja Batteries Ltd.,223,6839,483,12343.0,Mid-Cap,11.167100130039012,2.547770700636943,LOW,LOW
194,JSW Energy Ltd.,162,9537,695,11962.0,Mid-Cap,10.638051044083527,802.5974025974026,EXCELLENT,LOW
195,Escorts Ltd.,236,6361,478,8015.0,Mid-Cap,23.61057131752818,37.752161383285305,MODERATE,MODERATE
196,Divi's Laboratories Ltd.,280,5101,1352,46093.0,Large-Cap,27.493126718320422,54.16191562143672,HIGH,MODERATE
